date_depart,ship,produit,volume
2021-12-06,463,2706,65
2021-12-06,463,738,2
2021-12-06,463,748,1
1957-12-19,463,3070,374
1957-12-19,463,147,79
1957-12-19,463,3041,9
1957-12-19,463,2514,4
1982-06-08,466,2433,2643
1982-06-08,466,3978,3146
1982-06-08,466,1898,5184
1982-06-08,466,3969,106
1982-06-08,466,613,47
1982-06-08,466,2825,14
1911-08-09,467,2170,33
1911-08-09,467,650,3
1911-08-09,467,2797,1
1911-08-09,467,38,3
1984-01-19,467,1501,33
1984-01-19,467,1904,3
1984-01-19,467,1645,2
1984-01-19,467,72,2
2015-05-23,472,1624,3784
2015-05-23,472,3712,41
1999-06-19,472,380,2868
1999-06-19,472,958,617
1999-06-19,472,2424,41
1999-06-19,472,2745,312
2010-01-19,477,1577,3015
2010-01-19,477,1904,11189
2010-01-19,477,1012,739
2010-01-19,477,3699,539
2010-01-19,477,2216,425
2010-01-19,477,3326,1013
2010-01-19,477,4047,41
2010-01-19,477,3723,125
2010-01-19,477,2241,52
2010-01-19,477,1525,70
2010-01-19,477,3020,1
1997-03-23,478,3145,2811
1997-03-23,478,2495,8761
1997-03-23,478,2409,1371
1997-03-23,478,2831,1755
1997-03-23,478,3078,90
1997-03-23,478,2129,257
1997-03-23,478,1587,36
2003-04-03,478,2761,7891
2003-04-03,478,1849,1915
2003-04-03,478,4009,415
2003-04-03,478,3055,3503
2003-04-03,478,1611,603
2003-04-03,478,689,430
2003-04-03,478,3032,46
2003-04-03,478,2178,258
2003-04-03,478,732,2
2003-04-03,478,3374,8
2003-04-03,478,4046,24
2003-04-03,478,1613,9
2003-04-03,478,3680,4
2003-04-03,478,3071,2
1967-06-15,478,2231,6484
1967-06-15,478,3389,7761
1967-06-15,478,1609,773
1967-06-15,478,2201,24
1967-06-15,478,1833,61
1967-06-15,478,695,3
1967-06-15,478,10,3
1967-06-15,478,2232,1
1954-09-22,480,1368,15313
1954-09-22,480,2896,107
1954-09-22,480,2050,21
1954-09-22,480,1961,536
1954-09-22,480,3484,275
1954-09-22,480,1408,217
1954-09-22,480,1635,16
1909-07-15,481,1927,6833
1909-07-15,481,2239,1445
1909-07-15,481,132,3922
1909-07-15,481,2248,4519
1909-07-15,481,428,46
1909-07-15,481,1808,215
1909-07-15,481,1856,15
1909-07-15,481,3093,1
1932-08-04,483,126,355
1932-08-04,483,425,435
1932-08-04,483,377,1
1932-08-04,483,1801,30
1932-08-04,483,3609,1
1932-08-04,483,3902,2
1932-08-04,483,649,4
1932-08-04,483,3102,2
1925-01-06,483,3128,96
1910-10-01,484,734,13213
1910-10-01,484,371,230
1910-10-01,484,2752,391
1910-10-01,484,3112,113
1910-10-01,484,731,165
1910-10-01,484,687,248
1910-10-01,484,3624,70
1910-10-01,484,3016,40
1910-10-01,484,666,46
1910-10-01,484,4047,21
1910-10-01,484,36,2
1910-10-01,484,1343,1
1910-10-01,484,3671,7
1910-10-01,484,3054,2
1910-10-01,484,3301,3
1935-02-17,493,3382,246
1935-02-17,493,3022,10681
1935-02-17,493,962,718
1935-02-17,493,1876,197
1935-02-17,493,11,198
1935-02-17,493,3148,30
1935-02-17,493,3918,30
1935-02-17,493,3033,14
1935-02-17,493,108,6
1989-03-20,493,37,4043
1989-03-20,493,7,1070
1989-03-20,493,1599,4334
1989-03-20,493,3140,2555
1989-03-20,493,2464,19
1989-03-20,493,361,34
1989-03-20,493,3147,30
1989-03-20,493,80,19
1989-03-20,493,954,10
1989-03-20,493,337,2
1989-03-20,493,3642,4
1964-07-25,494,1939,269
1964-07-25,494,989,10
1964-07-25,494,2199,6
1964-07-25,494,2190,1
1942-08-14,494,2422,73
1942-08-14,494,59,15
1942-08-14,494,1810,38
1942-08-14,494,3761,102
1942-08-14,494,1291,49
1942-08-14,494,3449,14
1942-08-14,494,1230,2
1924-10-04,495,1336,12160
1924-10-04,495,3286,740
1924-10-04,495,398,852
1924-10-04,495,3304,1313
1924-10-04,495,2144,145
1924-10-04,495,1943,598
1924-10-04,495,2296,279
1924-10-04,495,3768,20
1924-10-04,495,2652,14
1924-10-04,495,3429,3
1924-10-04,495,2311,13
1981-03-06,496,602,3078
1981-03-06,496,1328,2723
1981-03-06,496,3085,2213
1981-03-06,496,2525,312
1981-03-06,496,1829,635
1981-03-06,496,987,91
1981-03-06,496,136,217
1981-03-06,496,3134,10
1981-03-06,496,3704,3
1981-03-06,496,1225,6
1981-03-06,496,3739,3
1981-03-06,496,2827,1
1969-09-12,496,3304,2831
1969-09-12,496,1873,3620
1969-09-12,496,3673,1008
1969-09-12,496,3978,164
1969-09-12,496,3086,1043
1969-09-12,496,1543,198
1969-09-12,496,3626,396
1969-09-12,496,1874,10
1969-09-12,496,3686,11
1969-09-12,496,2503,1
1969-09-12,496,3952,9
1969-09-12,496,3610,1
2000-05-22,497,2546,444
2000-05-22,497,2738,129
2000-05-22,497,2473,52
2000-05-22,497,89,10
2000-05-22,497,2483,4
2000-05-22,497,5,1
2021-04-08,497,1035,302
2021-04-08,497,3727,153
2021-04-08,497,1936,181
2021-04-08,497,3384,3
2021-04-08,497,2405,1
1961-02-11,502,3311,13326
1961-02-11,502,311,1975
1961-02-11,502,3378,319
1961-02-11,502,3361,574
1961-02-11,502,2784,53
1961-02-11,502,2432,2
1961-02-11,502,3663,65
1961-02-11,502,2421,9
1961-02-11,502,2411,1
1982-07-22,502,1839,10490
1982-07-22,502,48,2478
1982-07-22,502,2347,823
1982-07-22,502,1677,1701
1982-07-22,502,4063,342
1982-07-22,502,4039,139
1982-07-22,502,3583,90
1982-07-22,502,2573,19
1982-07-22,502,1615,206
1982-07-22,502,4047,9
1982-07-22,502,2855,11
1982-07-22,502,2422,2
1982-07-22,502,628,11
1982-07-22,502,3793,3
1969-02-23,502,2574,7555
1969-02-23,502,3873,961
1969-02-23,502,3383,911
1969-02-23,502,1719,2852
1969-02-23,502,3698,1839
1969-02-23,502,1232,1999
1969-02-23,502,3881,85
1969-02-23,502,2969,118
1955-09-16,503,1918,5397
1955-09-16,503,2992,11089
1955-09-16,503,2936,1275
1955-09-16,503,4184,180
1955-09-16,503,4187,28
1955-09-16,503,2063,213
1955-09-16,503,3203,2
1955-09-16,503,2563,29
1955-09-16,503,1814,2
1955-09-16,503,2199,1
1955-09-16,503,1215,2
2016-04-10,506,1334,6941
2016-04-10,506,349,7764
2016-04-10,506,92,516
2016-04-10,506,1910,332
2016-04-10,506,1316,512
2016-04-10,506,1812,82
2016-04-10,506,3636,110
1924-02-25,506,2191,6603
1924-02-25,506,397,7714
1924-02-25,506,967,279
1924-02-25,506,1625,1412
1924-02-25,506,1901,267
1924-02-25,506,317,116
1924-02-25,506,1451,20
1924-02-25,506,2346,42
1924-02-25,506,1895,2
1924-02-25,506,1951,1
1924-02-25,506,3524,4
1940-11-25,509,2715,15146
1940-11-25,509,4049,960
1940-11-25,509,432,2776
1940-11-25,509,1500,50
1940-11-25,509,3087,5
1940-11-25,509,627,4
1967-05-26,513,1610,3850
1967-05-26,513,1550,56
1967-05-26,513,1595,6356
1967-05-26,513,1624,279
1967-05-26,513,4047,1184
1967-05-26,513,406,22
1967-05-26,513,1619,311
1967-05-26,513,1019,133
1967-05-26,513,984,28
1967-05-26,513,34,1
1967-05-26,513,717,6
1967-05-26,513,3328,4
1967-05-26,513,3425,1
1967-05-26,513,1295,1
1996-05-16,523,3392,95
1996-05-16,523,1935,641
1996-05-16,523,2117,97
1996-05-16,523,3393,64
1996-05-16,523,1236,2
1996-05-16,523,2752,5
1996-05-16,523,3137,7
1935-03-16,525,14,7689
1935-03-16,525,3922,7853
1935-03-16,525,1259,486
1935-03-16,525,2435,6
1925-11-23,526,3606,119
1925-11-23,526,1620,10
1925-11-23,526,1021,11
1925-11-23,526,42,154
1925-11-23,526,48,2
1925-11-23,526,3686,7
1925-11-23,526,638,1
1925-11-23,526,1825,2
1925-11-23,526,2516,3
1921-06-24,526,1849,16
1921-06-24,526,615,123
1921-06-24,526,1913,157
1921-06-24,526,1626,8
1921-06-24,526,2438,1
1921-06-24,526,3348,4
2014-08-18,527,3135,14
2014-08-18,527,2502,31
2014-08-18,527,1302,3
2014-08-18,527,974,7
2014-08-18,527,100,3
2014-08-18,527,1893,2
2014-08-18,527,1594,1
1984-04-27,527,1241,36
1984-04-27,527,3397,22
1984-04-27,527,723,1
1984-04-27,527,3182,2
2002-09-10,528,67,307
2002-09-10,528,371,420
2002-09-10,528,4020,75
2002-09-10,528,1635,10
2002-09-10,528,2181,19
2002-09-10,528,1204,10
2002-09-10,528,1521,5
2002-09-10,528,2752,2
1975-10-02,530,3503,4698
1975-10-02,530,1527,2639
1975-10-02,530,2227,293
1975-10-02,530,1949,22
1972-09-25,530,2096,6050
1972-09-25,530,3833,1112
1972-09-25,530,4147,479
1972-09-25,530,1683,11
1972-09-25,530,2692,6
1972-11-17,530,1956,5575
1972-11-17,530,1894,1280
1972-11-17,530,1501,743
1972-11-17,530,563,59
1918-04-07,530,1231,4868
1918-04-07,530,82,764
1918-04-07,530,67,1559
1918-04-07,530,1297,67
1918-04-07,530,958,332
1918-04-07,530,3685,8
1918-04-07,530,1525,53
1918-04-07,530,2795,4
1918-04-07,530,2139,2
1918-04-07,530,1322,1
1949-10-25,535,3952,9558
1949-10-25,535,2414,1272
1949-10-25,535,3392,3853
1949-10-25,535,1261,226
1949-10-25,535,2237,41
1949-10-25,535,3922,37
1949-10-25,535,1877,26
1949-10-25,535,25,29
1949-10-25,535,2752,2
1949-10-25,535,1825,9
1949-10-25,535,2182,1
1939-08-03,541,2115,7838
1939-08-03,541,3927,3452
1939-08-03,541,2801,5063
1939-08-03,541,703,111
1939-08-03,541,642,140
1939-08-03,541,1538,96
1939-08-03,541,914,3
1939-08-03,541,3323,4
1939-08-03,541,2223,1
1939-08-03,541,3931,1
1980-07-19,541,3740,958
1980-07-19,541,922,9875
1980-07-19,541,1039,1381
1980-07-19,541,3137,2344
1980-07-19,541,1913,1973
1980-07-19,541,2463,40
1980-07-19,541,1286,63
1980-07-19,541,1811,16
1980-07-19,541,1875,20
1980-07-19,541,952,27
1939-09-24,541,403,16683
1939-09-24,541,3877,25
1939-09-24,541,838,1
1938-06-01,541,739,10218
1938-06-01,541,784,846
1938-06-01,541,2622,3668
1938-06-01,541,3160,410
1938-06-01,541,806,254
1938-06-01,541,799,1077
1938-06-01,541,3076,156
1938-06-01,541,2278,21
1938-06-01,541,3499,13
1938-06-01,541,542,19
1989-07-27,541,3125,4189
1989-07-27,541,4031,10412
1989-07-27,541,2493,841
1989-07-27,541,1575,622
1989-07-27,541,26,460
1989-07-27,541,3900,49
1989-07-27,541,3313,53
1989-07-27,541,3682,55
1989-07-27,541,3076,2
1989-07-27,541,640,7
1989-07-27,541,3394,3
1989-07-27,541,4012,12
1989-07-27,541,4003,4
1980-06-17,545,635,52
1980-06-17,545,3696,31
1980-06-17,545,3617,2
1980-06-17,545,675,1
1939-10-08,551,2516,2026
1939-10-08,551,3132,10351
1939-10-08,551,3998,4030
1939-10-08,551,2826,666
1939-10-08,551,2526,5
1939-10-08,551,2836,14
1939-10-08,551,1864,9
1939-10-08,551,671,6
1939-10-08,551,1235,1
1939-10-08,551,613,7
1981-10-24,551,1588,843
1981-10-24,551,999,5300
1981-10-24,551,3448,10797
1981-10-24,551,678,7
1981-10-24,551,2515,17
1981-10-24,551,402,57
1981-10-24,551,2401,22
1981-10-24,551,2211,66
2020-02-12,551,633,16854
2020-02-12,551,437,233
2020-02-12,551,1877,27
2020-02-12,551,3330,1
1987-09-03,551,2680,12890
1987-09-03,551,3734,1155
1987-09-03,551,947,957
1987-09-03,551,2886,747
1987-09-03,551,967,1339
1987-09-03,551,1580,19
1987-09-03,551,1426,4
1987-09-03,551,301,1
1987-09-03,551,3243,3
1927-10-13,551,3730,13745
1927-10-13,551,2210,2655
1927-10-13,551,1918,567
1927-10-13,551,1245,78
1927-10-13,551,3393,33
1927-10-13,551,2763,14
1927-10-13,551,2226,12
1927-10-13,551,2719,2
1927-10-13,551,2139,1
1927-10-13,551,3300,3
1927-10-13,551,1292,4
1927-10-13,551,1812,1
1995-08-10,553,2642,21
1995-08-10,553,3080,6
1995-08-10,553,2489,8
1995-08-10,553,570,1
1995-08-10,553,3993,1
1998-12-26,559,1543,1139
1998-12-26,559,1931,1056
1998-12-26,559,3437,2661
1998-12-26,559,2455,3948
1998-12-26,559,1887,1203
1998-12-26,559,4033,417
1998-12-26,559,3903,1
1998-12-26,559,2779,26
1998-12-26,559,1309,1
1998-12-26,559,2537,2
1998-12-26,559,57,12
1998-12-26,559,3695,1
1976-07-17,561,3032,1330
1976-07-17,561,3946,12727
1976-07-17,561,323,539
1976-07-17,561,2715,4649
1976-07-17,561,2759,353
1976-07-17,561,1830,12
1976-07-17,561,2111,25
1976-07-17,561,4032,6
1976-07-17,561,1310,4
1976-07-17,561,3901,1
2008-05-13,561,430,12347
2008-05-13,561,1575,7262
2008-05-13,561,360,19
2008-05-13,561,2219,3
2008-05-13,561,3607,2
2008-05-13,561,3998,5
2008-05-13,561,1929,6
2008-05-13,561,1503,1
2008-05-13,561,935,1
1913-12-24,561,3701,13807
1913-12-24,561,1809,4096
1913-12-24,561,3386,753
1959-06-17,563,2294,656
1959-06-17,563,947,470
1959-06-17,563,2806,2775
1959-06-17,563,2563,385
1959-06-17,563,2030,135
1959-06-17,563,1327,422
1948-04-15,563,2571,2654
1948-04-15,563,1004,1647
1948-04-15,563,1455,817
1948-04-15,563,619,229
1948-04-15,563,2823,154
1948-04-15,563,44,1
1948-04-15,563,1566,30
1948-04-15,563,4186,1
1948-04-15,563,3690,3
1916-08-03,566,3256,9
1916-08-03,566,1041,25
1916-08-03,566,1288,11
1916-08-03,566,3217,52
1944-03-18,568,698,7577
1944-03-18,568,1873,5352
1944-03-18,568,2448,4761
1944-03-18,568,1913,198
1944-03-18,568,339,424
1944-03-18,568,1527,6
1944-03-18,568,2217,57
1944-03-18,568,3119,6
1944-03-18,568,2228,3
1944-03-18,568,1572,2
1944-03-18,568,408,2
1944-03-18,568,648,1
1906-05-10,568,3331,13664
1906-05-10,568,3612,1500
1906-05-10,568,3357,1234
1906-05-10,568,924,1383
1906-05-10,568,2792,493
1906-05-10,568,3686,98
1906-05-10,568,643,3
1906-05-10,568,1542,3
1906-05-10,568,3037,11
1943-06-26,570,3011,12359
1943-06-26,570,912,1993
1943-06-26,570,331,2220
1943-06-26,570,3707,2715
1943-06-26,570,4025,205
1943-06-26,570,3094,1
1943-06-26,570,1044,39
1943-06-26,570,398,31
1943-06-26,570,1576,4
1943-06-26,570,3375,1
1943-06-26,570,1617,1
1997-04-25,570,4140,18070
1997-04-25,570,2600,651
1997-04-25,570,1992,518
1997-04-25,570,1552,88
1997-04-25,570,2326,92
1997-04-25,570,3049,43
1997-04-25,570,3126,6
1997-04-25,570,1528,100
1997-04-25,570,773,1
1977-02-13,572,719,5
1977-02-13,572,2088,42
1977-02-13,572,192,13
2001-12-18,573,53,8466
2001-12-18,573,3408,1439
2001-12-18,573,38,3674
2001-12-18,573,2507,2543
2001-12-18,573,1803,613
2001-12-18,573,3365,466
2001-12-18,573,94,27
2001-12-18,573,3318,45
2001-12-18,573,2240,15
2001-12-18,573,2549,1
1988-04-28,573,445,534
1988-04-28,573,2115,1666
1988-04-28,573,3722,8047
1988-04-28,573,135,808
1988-04-28,573,3971,5463
1900-12-14,573,1226,8554
1900-12-14,573,1734,3248
1900-12-14,573,2471,1599
1900-12-14,573,1767,1775
1900-12-14,573,1941,793
2019-08-10,573,223,4783
2019-08-10,573,2852,10751
2019-08-10,573,3018,172
2019-08-10,573,990,1341
2019-08-10,573,3072,109
2019-08-10,573,1465,42
2019-08-10,573,348,3
2019-08-10,573,1828,20
2019-08-10,573,1300,55
2019-08-10,573,3815,7
2019-08-10,573,359,3
2019-08-10,573,1638,5
2019-08-10,573,3276,2
1966-10-12,573,103,331
1966-10-12,573,1385,5375
1966-10-12,573,633,10855
1966-10-12,573,3847,329
1966-10-12,573,3550,236
1966-10-12,573,1815,3
1966-10-12,573,4133,6
1966-10-12,573,127,51
1966-10-12,573,2366,53
1966-10-12,573,2967,12
1966-10-12,573,731,22
1966-10-12,573,758,3
1966-10-12,573,2774,1
1966-10-12,573,1170,13
1966-10-12,573,2078,1
1966-10-12,573,116,1
1966-10-12,573,3353,1
2007-03-14,573,605,9656
2007-03-14,573,609,7415
2007-03-14,573,676,182
2007-03-14,573,1801,25
2007-03-14,573,1501,6
2007-03-14,573,2420,6
2007-03-14,573,3696,1
2007-03-14,573,2539,2
1984-05-25,574,356,30
1984-05-25,574,707,2
1984-05-25,574,2223,2
1970-01-12,574,3902,19
1970-01-12,574,3054,3
1970-01-12,574,3620,7
1970-01-12,574,2184,2
1970-01-12,574,2139,2
1970-01-12,574,2197,1
1926-03-07,575,2475,15296
1926-03-07,575,110,148
1926-03-07,575,2715,1312
1926-03-07,575,1237,24
1926-03-07,575,3378,192
1926-03-07,575,3940,311
1926-03-07,575,1905,906
1926-03-07,575,3029,12
1926-03-07,575,1533,22
1926-03-07,575,3963,40
1926-03-07,575,1211,17
1926-03-07,575,3976,1
2003-05-10,578,650,49
2003-05-10,578,1006,3
2010-01-06,580,970,4978
2010-01-06,580,1833,27
2010-01-06,580,3953,7530
2010-01-06,580,2247,1204
2010-01-06,580,1231,311
2010-01-06,580,609,1173
2010-01-06,580,2223,218
2010-01-06,580,2248,1
2010-01-06,580,3919,12
2010-01-06,580,1204,2
1984-01-25,580,2178,4085
1984-01-25,580,863,1450
1984-01-25,580,1261,5949
1984-01-25,580,2222,96
1984-01-25,580,2551,3325
1984-01-25,580,1625,3
1984-01-25,580,2278,167
1984-01-25,580,1961,123
1984-01-25,580,999,27
1984-01-25,580,401,208
1984-01-25,580,633,21
1984-01-25,580,3393,2
1923-02-19,580,1515,13725
1923-02-19,580,2113,1186
1923-02-19,580,149,175
1923-02-19,580,3902,366
1923-02-19,580,2494,1
1923-02-19,580,3428,3
1973-07-11,580,3578,3546
1973-07-11,580,3830,6226
1973-07-11,580,819,1766
1973-07-11,580,3685,1952
1973-07-11,580,3883,1729
1973-07-11,580,1352,51
1973-07-11,580,350,143
1973-07-11,580,1843,35
1973-07-11,580,1164,4
1973-07-11,580,656,1
1979-02-15,580,3363,1421
1979-02-15,580,14,3729
1979-02-15,580,2119,7362
1979-02-15,580,2771,2248
1979-02-15,580,59,383
1979-02-15,580,1805,204
1979-02-15,580,1609,15
1979-02-15,580,2827,41
1979-02-15,580,2765,37
1979-02-15,580,2511,16
1958-06-01,581,1222,4754
1958-06-01,581,3531,4570
1958-06-01,581,1711,2590
1958-06-01,581,1948,138
1958-06-01,581,804,98
1958-06-01,581,2668,75
1958-06-01,581,4032,1
1918-09-12,582,2921,8990
1918-09-12,582,958,929
1918-09-12,582,3320,1117
1918-09-12,582,2798,135
1918-09-12,582,2608,66
1918-09-12,582,3302,16
1918-09-12,582,3117,13
1918-09-12,582,3010,9
1918-09-12,582,3448,1
1918-09-12,582,2430,1
1919-12-01,584,998,5261
1919-12-01,584,133,48
1924-06-25,592,1896,2325
1924-06-25,592,3331,6527
1924-06-25,592,3432,3368
1924-06-25,592,3963,60
1924-06-25,592,921,1989
1924-06-25,592,701,1048
1924-06-25,592,375,163
1924-06-25,592,3427,86
1924-06-25,592,1854,60
1924-06-25,592,3353,6
1939-01-06,593,3930,6821
1939-01-06,593,3604,3875
1939-01-06,593,1225,1066
1939-01-06,593,1579,78
1939-01-06,593,3330,16
1939-01-06,593,744,2
1970-01-21,594,2515,409
1970-01-21,594,2723,38
1970-01-21,594,3038,58
1970-01-21,594,1031,8
1970-01-21,594,1564,7
1970-01-21,594,986,1
1970-01-21,594,948,2
1953-02-21,594,1200,132
1953-02-21,594,2809,104
1953-02-21,594,1631,136
1953-02-21,594,78,131
1953-02-21,594,2163,14
1953-02-21,594,1530,3
1953-02-21,594,2132,1
1953-02-21,594,3606,2
1941-05-23,594,3717,400
1941-05-23,594,3308,85
1941-05-23,594,1520,9
1941-05-23,594,122,29
2015-08-28,596,3602,756
2015-08-28,596,3677,1142
2015-08-28,596,717,166
2015-08-28,596,3715,7
2015-08-28,596,635,3
2015-08-28,596,2423,2
1977-04-14,596,2539,1058
1977-04-14,596,1180,272
1977-04-14,596,988,448
1977-04-14,596,2583,220
1977-04-14,596,3608,42
1977-04-14,596,3689,2
1977-04-14,596,1877,29
1977-04-14,596,3525,2
1977-04-14,596,472,1
1977-04-14,596,1928,2
1935-12-19,599,1466,5246
1935-12-19,599,899,577
1935-12-19,599,2877,171
1935-12-19,599,2707,3539
1935-12-19,599,748,350
1935-12-19,599,2609,119
1935-12-19,599,3069,99
1935-12-19,599,3593,121
1935-12-19,599,1827,74
1935-12-19,599,4089,31
1935-12-19,599,2604,1
1935-12-19,599,1549,1
1935-12-19,599,2960,1
1935-12-19,599,2788,2
2007-03-24,602,3051,8215
2007-03-24,602,625,267
2007-03-24,602,3984,83
2007-03-24,602,2179,401
2007-03-24,602,120,300
1963-07-23,608,3648,999
1963-07-23,608,101,4377
1963-07-23,608,1265,8470
1963-07-23,608,2192,672
1963-07-23,608,733,821
1944-09-28,610,3053,13369
1944-09-28,610,1628,3671
1944-09-28,610,2478,53
1944-09-28,610,3342,900
1944-09-28,610,3089,5
1944-09-28,610,2409,3
1921-02-06,610,3360,3922
1921-02-06,610,3654,10975
1921-02-06,610,2826,2288
1921-02-06,610,404,637
1921-02-06,610,3060,141
1921-02-06,610,330,19
1921-02-06,610,325,17
1921-02-06,610,2701,1
1921-02-06,610,4032,1
1931-01-28,610,3997,4903
1931-01-28,610,2407,11516
1931-01-28,610,2518,107
1931-01-28,610,3617,167
1931-01-28,610,2444,951
1931-01-28,610,425,73
1931-01-28,610,3065,197
1931-01-28,610,1610,21
1931-01-28,610,2834,65
1931-01-28,610,601,1
1925-07-13,611,303,11071
1925-07-13,611,3649,3169
1925-07-13,611,1356,254
1925-07-13,611,1887,171
1925-07-13,611,1302,63
1925-07-13,611,686,1
1925-07-13,611,2942,2
1951-08-17,613,1241,412
1951-08-17,613,347,126
1951-08-17,613,3366,3
1951-08-17,613,1502,2
1951-08-17,613,2779,1
1951-08-17,613,2135,1
1921-11-12,615,2112,2371
1921-11-12,615,2442,687
1921-11-12,615,2772,3571
1921-11-12,615,2730,5798
1921-11-12,615,1592,5308
1921-11-12,615,102,135
1921-11-12,615,1283,12
1921-11-12,615,2418,1
1964-11-12,615,70,8995
1964-11-12,615,1542,8443
1964-11-12,615,2500,249
1964-11-12,615,1832,131
1964-11-12,615,4036,61
1964-11-12,615,3050,4
1930-08-20,618,953,6960
1930-08-20,618,357,9684
1930-08-20,618,3379,2968
1930-08-20,618,3100,131
1930-08-20,618,626,4
1930-08-20,618,1576,12
1930-08-20,618,4002,3
1930-08-20,618,3608,1
1930-08-20,618,3717,1
1954-07-04,618,906,537
1954-07-04,618,2416,14123
1992-01-26,618,1946,1580
1992-01-26,618,907,14869
1992-01-26,618,3278,15
1992-01-26,618,2047,919
1992-01-26,618,2781,1473
1992-01-26,618,2974,563
1992-01-26,618,1159,75
1992-01-26,618,1512,2
1992-01-26,618,1087,110
1992-01-26,618,2313,153
1992-01-26,618,2277,4
1992-01-26,618,2854,1
1993-07-13,618,3677,4244
1993-07-13,618,2145,12321
1993-07-13,618,2106,2428
1993-07-13,618,3,546
1993-07-13,618,698,37
1993-07-13,618,2453,186
1993-07-13,618,341,1
1993-07-13,618,3661,1
1915-05-21,618,144,45
1915-05-21,618,4006,18402
1915-05-21,618,1259,1156
1915-05-21,618,1529,53
1915-05-21,618,3081,32
1915-05-21,618,2485,24
1915-05-21,618,3326,27
1915-05-21,618,2807,16
1915-05-21,618,638,4
1915-05-21,618,421,2
1915-05-21,618,3044,2
1915-05-21,618,24,1
1953-01-20,618,3645,9769
1953-01-20,618,3027,638
1953-01-20,618,2212,7696
1953-01-20,618,427,1247
1953-01-20,618,1500,344
1953-01-20,618,143,26
1953-01-20,618,1821,7
1953-01-20,618,375,3
1953-01-20,618,1613,22
1953-01-20,618,1001,2
1953-01-20,618,690,7
1953-01-20,618,3373,2
1953-01-20,618,3088,1
1933-06-24,619,1009,12329
1933-06-24,619,1603,4983
1933-06-24,619,1101,333
1933-06-24,619,2553,469
1933-06-24,619,19,191
1933-06-24,619,414,143
1933-06-24,619,3544,54
1933-06-24,619,1561,70
1933-06-24,619,640,70
1933-06-24,619,3720,15
1933-06-24,619,4122,16
1933-06-24,619,2196,3
1953-12-25,619,3090,160
1953-12-25,619,2139,10228
1953-12-25,619,3427,1117
1953-12-25,619,3948,696
1953-12-25,619,2476,5871
1953-12-25,619,2832,581
1953-12-25,619,974,16
1953-12-25,619,3927,7
1903-01-04,620,2543,11690
1903-01-04,620,946,2821
1903-01-04,620,3368,42
1903-01-04,620,3646,402
1903-01-04,620,441,2
1903-01-04,620,2798,16
1903-01-04,620,906,58
1903-01-04,620,2235,13
1903-01-04,620,653,2
1903-01-04,620,3905,2
1903-01-04,620,2810,4
1920-02-23,620,3992,13971
1920-02-23,620,2175,754
1920-02-23,620,2497,57
1920-02-23,620,2788,251
1920-02-23,620,1934,9
1920-02-23,620,1896,8
2018-11-24,622,1512,10315
2018-11-24,622,1274,2428
2018-11-24,622,2474,66
2018-11-24,622,731,1713
2018-11-24,622,3998,10
2018-11-24,622,713,7
2018-11-24,622,1256,3
2018-11-24,622,3624,40
2018-11-24,622,429,9
2018-11-24,622,27,2
1914-03-08,622,2453,1715
1914-03-08,622,2516,756
1914-03-08,622,1254,9884
1914-03-08,622,667,1915
1914-03-08,622,3140,322
1914-03-08,622,3906,1
1960-11-27,624,3411,14276
1960-11-27,624,46,2301
1960-11-27,624,3917,156
1960-11-27,624,1510,71
1960-11-27,624,1266,74
1960-11-27,624,3394,266
1960-11-27,624,1904,1
1960-11-27,624,1038,17
1960-11-27,624,3947,2
1959-06-03,624,3735,10775
1959-06-03,624,3429,1665
1959-06-03,624,2474,2698
1959-06-03,624,2434,255
1959-06-03,624,1285,1698
1959-06-03,624,3656,66
1959-06-03,624,2508,5
1959-06-03,624,928,2
1913-02-22,624,725,7690
1913-02-22,624,2139,8651
1913-02-22,624,625,384
1913-02-22,624,65,354
1913-02-22,624,3375,56
1913-02-22,624,1885,5
1913-02-22,624,2470,7
1913-02-22,624,1558,2
1913-02-22,624,1040,15
1925-09-17,624,2829,7832
1997-11-25,624,2837,4582
1997-11-25,624,900,3937
1997-11-25,624,4008,4518
1997-11-25,624,60,773
1997-11-25,624,1509,491
1997-11-25,624,3422,924
1997-11-25,624,1209,191
1997-11-25,624,3934,1574
1997-11-25,624,92,18
1997-11-25,624,614,54
1997-11-25,624,3407,94
1997-11-25,624,1949,4
1997-11-25,624,126,1
1997-11-25,624,943,1
1997-11-25,624,3959,2
1966-07-08,644,3540,481
1966-07-08,644,2518,127
1966-07-08,644,3256,50
1966-07-08,644,174,17
1966-07-08,644,1332,1
1966-07-08,644,854,1
1982-01-08,644,1248,20
1982-01-08,644,1543,277
1982-01-08,644,1834,106
1935-12-11,644,2528,532
1935-12-11,644,1834,83
1935-12-11,644,959,3
1935-12-11,644,3437,49
1935-12-11,644,725,5
1935-12-11,644,2702,2
1935-12-11,644,3026,3
1961-03-12,645,3367,18895
1961-03-12,645,1280,81
1961-03-12,645,134,205
1961-03-12,645,4006,26
1961-03-12,645,2538,14
1961-03-12,645,1833,1
1961-03-12,645,3059,5
1941-04-23,645,3043,7740
1941-04-23,645,141,3623
1941-04-23,645,2957,7737
1941-04-23,645,992,54
1941-04-23,645,3130,26
1941-04-23,645,2453,36
1941-04-23,645,3716,3
1941-04-23,645,4141,5
1941-04-23,645,2689,2
1941-04-23,645,973,1
1987-11-18,645,916,11396
1987-11-18,645,113,5535
